barcode,retailers,skus,canonical_volumes,canonical_agree,sample_names,sample_retailers,vol_ratio,vol_gap_ml,bucket,matched_pack_count,category,evidence
8437018830145,2,2,"[250.0, 1500.0]",False,"['beverage raw sporty limao lime bio 250ml', 'RAW Bio isotonic drink ecological moisturizing flavor orange mango 0% added sugars bottle 1.5 l']","['Auchan', 'El Corte Inglés']",6.0,1250.0,likely_variant_or_error,,unresolved_check_needed,ratio=6.00 near 6-pack but no count in FULL titles
840269200212,2,2,"[355.0, 2130.0]",False,"['Sanzo Sparkling Water Calamansi 6 Count - 72 Fl. Oz.', 'Sanzo Sparkling Water No Added Sugar Calamansi -- 12 fl oz Each / 6 Pack']","['safeway', 'Vitacost']",6.0,1775.0,likely_pack_variant,6.0,pack_variant,ratio matches printed 6.0-pack
840269200229,4,4,"[355.0, 2130.0]",False,"['Sanzo Sparkling Water Lychee 6 Count - 72 Fl. Oz.', 'Lychee Sparkling Water 6pk, 12 fl oz cans', 'Sanzo Flavored Sparkling Water Lychee - Case of 4 - 6pk / 12 fl oz', 'Sanzo Sparkling Water No Added Sugar Lychee -- 12 fl oz Each / 6 Pack']","['safeway', 'Wholefoods', 'Target', 'Vitacost']",6.0,1775.0,likely_pack_variant,6.0,pack_variant,ratio matches printed 6.0-pack
52000056020,2,2,"[5.0, 25.0]",False,"['Fast Twitch Energy Drink Mix Strawberry Watermelon, 10 Packets, 0.9 Ounce', 'Fast Twitch Energy Drink Mix, Strawberry Watermelon, 10-0.1 oz Packets']","['amazon', 'Hy-Vee']",5.0,20.0,likely_variant_or_error,,ambiguous_unit,"dry-mix product with oz (weight not volume); vols=[5.0, 25.0]"
52100039619,4,4,"[10.0, 45.0]",False,"['Peach Matcha Green Tea Smoothie Boost Mix Packets', 'Mc Cormick Good Morning Peach Matcha Green Tea Smoothie Boost Mix Packets 1.44 oz', 'Mc Cormick Good Morning Peach Matcha Green Tea Smoothie Boost, 0.36 OZ']","['Harris Teeter', 'meijer', 'Giant Eagle', 'amazon']",4.5,35.0,likely_variant_or_error,,ambiguous_unit,"dry-mix product with oz (weight not volume); vols=[10.0, 45.0]"
867657000094,6,7,"[355.0, 1420.0]",False,"['Healthy Energy, Calorie Burning, Zero Calorie, Zero Sugar Drink 4 Pack Mango Lemonade,12oz (355ml) Cans', 'Aspire Mango Lemonade 4- Pack', 'Aspire Healthy Energy Mango Lemonade - 4pk / 12 fl oz Cans', 'Aspire Healthy Energy Drink, Mango Lemonade, 12 oz - 4 pk', 'Aspire Healthy Energy Drinks Mango Lemonade 4 Pack']","['amazon', 'Hy-Vee', 'Target', 'Rite Aid', 'safeway']",4.0,1065.0,likely_pack_variant,4.0,pack_variant,ratio matches printed 4.0-pack
850003023113,4,5,"[355.0, 1400.0, 1420.0]",False,"['Harmless Harvest Organic Coconut Water, Original, 12 Fl Oz ( Pack of 4)', 'Harmless Harvest Coconut Water - 12oz / 4pk', 'Coconut Water 4 Pack, 48 fl oz', 'Coconut Water 4 Pack, 1.4 l', 'Harmless Harvest Organic Coconut Water Pack - 4-12 Fl. Oz.']","['amazon', 'Target', 'Wholefoods', 'safeway']",4.0,1065.0,likely_pack_variant,4.0,pack_variant,ratio matches printed 4.0-pack
891770002017,2,2,"[80.0, 320.0]",False,"['Good Belly Probiotics Plus Shot Mango Juice Drink, 10.8 oz, 4 ct', 'Goodbelly, Probiotic Plus Shot Mango Organic, 2.7 Fl Oz, 4 Pack']","['meijer', 'amazon']",4.0,240.0,likely_pack_variant,4.0,pack_variant,ratio matches printed 4.0-pack
867657000414,6,7,"[355.0, 1420.0]",False,"['ASPIRE Healthy Energy, Calorie Burning, Zero Calorie, Zero Sugar Drink Raspberry + Acai 4- Pack', 'Aspire Healthy Energy Drink Raspberry Acai 12 oz Cans', 'Aspire Raspberry Acai 4- Pack', 'Aspire Raspberry + Acai Energy Drink - 4pk / 12 fl oz Cans', 'Aspire Healthy Energy Drinks Raspberry + Acai 4 Pack']","['amazon', 'H-E-B', 'Hy-Vee', 'Target', 'Rite Aid']",4.0,1065.0,likely_pack_variant,4.0,pack_variant,ratio matches printed 4.0-pack
74993004017,3,4,"[355.0, 1420.0]",False,"['Ginger Beer', 'Barritts Soda Ginger Beer, 48 fl oz', 'Barritts Soft Drink Ginger Beer - 4-12 Fl. Oz.']","['Harris Teeter', 'amazon', 'safeway']",4.0,1065.0,likely_variant_or_error,,mixed_product,3 distinct product names under one BARCODE
851818001426,2,2,"[355.0, 1420.0]",False,"['Dry Sparkling Beverage, Vanilla Bean, 48 oz', 'Dry Sparkling Beverage Vanilla Bean - 4-12 Fl. Oz.']","['CVS', 'safeway']",4.0,1065.0,likely_variant_or_error,,unresolved_check_needed,ratio=4.00 near 4-pack but no count in FULL titles
851818001532,7,7,"[355.0, 1420.0]",False,"['DRY Sparkling Soda, Fuji Apple, 12 oz Bottles ( Pack of 4)', 'Fuji Apple 4 Bottles x (1.42 L)', 'DRY Botanical Bubbly Fuji Apple 12 oz Bottles', 'Fuji Apple Sparkling Soda - 4 Pack', 'DRY Sparkling Fuji Apple- 4pk / 12 fl oz Bottles']","['amazon', 'Loblaws', 'H-E-B', 'Giant Eagle', 'Target']",4.0,1065.0,likely_pack_variant,4.0,pack_variant,ratio matches printed 4.0-pack
41271004922,12,12,"[1895.0, 7570.0]",False,"['International Delight Vanilla Iced Coffee Refrigerated', 'International Delight Iced Coffee, Vanilla, Ready to Pour Coffee Drinks Made with Real Milk and Cream, 64 FL OZ Carton', 'International Delight Vanilla Iced Coffee, 64 Oz.', 'International Delight Vanilla Iced Coffee', 'International Delight Iced Coffee Vanilla 64 oz']","['peapod', 'Giant Eagle', 'Walmart', 'Kroger', 'amazon']",3.994722955145119,5675.0,likely_variant_or_error,,mixed_product,3 distinct product names under one BARCODE
56918000304,4,5,"[355.0, 1000.0]",False,"['Montellier Lemon Carbonated Natural Spring Water 1 L, Bottle, 1L', 'Montellier Carbonated Natural Spring Water Lemon', 'Montellier Mineral Water Lemon 30x355ml', 'Lemon Flavoured Carbonated Natural Spring Water', 'Montellier Carbonated Natural Mineral Water with Lime Flavour 10x355mL']","['Walmart', 'Longos', 'amazon', 'Metro']",2.816901408450704,645.0,likely_variant_or_error,,mixed_product,4 distinct product names under one BARCODE
722776003756,2,3,"[3785.0, 7570.0]",False,"['SPLENDA White Peach Premium Sweet Green Tea On Tap, Sweetened With Splenda (128 fluid ounces / 1 gallon) Bag In Box Liquid, Ready to Drink', 'SPLENDA Premium Sweet Tea on Tap, White Peach Green Tea (256 oz.)', 'SPLENDA Premium Sweet Tea On Tap, 1 Gallon Bag In Box Ready to Drink Liquid, White Peach Green Tea, 128 Fl Oz, Packaging may vary']","['amazon', ""Sam's Club""]",2.0,3785.0,likely_variant_or_error,,unresolved_check_needed,ratio=2.00 near 2-pack but no count in FULL titles
722776003749,2,2,"[3785.0, 7570.0]",False,"['SPLENDA Premium Sweet Tea on Tap, Hibiscus (256 oz.)', 'SPLENDA Premium Sweet Tea On Tap, 1 Gallon Bag In Box Ready to Drink Liquid, Hibiscus Tea, 128 Fl Oz']","[""Sam's Club"", 'amazon']",2.0,3785.0,likely_variant_or_error,,unresolved_check_needed,ratio=2.00 near 2-pack but no count in FULL titles
735143004010,2,12,"[295.0, 300.0, 500.0]",False,"['Cortas Rose Water', 'CORTAS Rose Flower Water, 10 OZ ( Pack of 2)', 'CORTAS Rose Water - 100% Pure & Natural Floral Essence for Culinary and Beauty Use (2 X 500ml, Rose Water)', 'CORTAS Rose Water - 100% Pure & Natural Floral Essence for Culinary and Beauty Use (300ml, Rose Water)', 'CORTAS Rose Water - 100% Pure & Natural Floral Essence for Culinary and Beauty Use (500ml, Rose Water)']","['Walmart', 'amazon']",1.694915254237288,205.0,likely_variant_or_error,,mixed_product,4 distinct product names under one BARCODE
8715600240726,3,3,"[1000.0, 1500.0]",False,"['Crystal Clear Cranberry lime 1.5 l', 'CRYSTAL CLEAR cranb.& lime 1 litre', 'Crystal Clear Cranberry & lime']","['Coop', 'Vomar', 'Dirk']",1.5,500.0,likely_variant_or_error,,size_variant_real,"vols=[1000.0, 1500.0] ratio=1.50 (plausible real sizes)"
8423266500848,3,3,"[1000.0, 1500.0]",False,"['kombucha roiboos 1.5 liter', 'kombucha tea rooibos grain Vita, 1.5 l', 'granovita You kombucha organic rooibos 1l Gra']","['amazon', 'Greenweez', 'Carethy']",1.5,500.0,likely_variant_or_error,,size_variant_real,"vols=[1000.0, 1500.0] ratio=1.50 (plausible real sizes)"
858276004068,4,4,"[710.0, 1000.0]",False,"['Boxed Water Is Better Water, Refillable', 'Boxed Water is Better Purified Water, 24 oz', 'Filtered Water, 33.8 fl oz', 'Boxed Water Is Better, 1 Liter']","['Giant Eagle', 'amazon', 'Wholefoods', 'meijer']",1.408450704225352,290.0,likely_variant_or_error,,mixed_product,4 distinct product names under one BARCODE
850005100034,7,7,"[235.0, 310.0]",False,"['Oat Milk Latte, Mocha with Adaptogens', 'Mocha Oat Milk Latte, 10.5 fl oz', 'Pop & Bottle Mocha Oat Milk Latte, 8 oz', 'Pop & Bottle + Adaptogens Mocha Cold Brew Latte', 'Mocha Oat Milk Latte, 8 fl oz']","['Thrive Market', 'Wholefoods', 'meijer', 'H-E-B', 'Aldi']",1.319148936170213,75.0,likely_variant_or_error,,mixed_product,5 distinct product names under one BARCODE
850005100010,9,9,"[235.0, 310.0]",False,"['POP AND BOTTLE Vanilla Oat Milk Latte with Collagen, 8 FZ', 'Oat Milk Latte, Vanilla with Collagen', 'Vanilla Oat Milk Latte, 10.5 fl oz', 'Pop & Bottle Vanilla Oat Milk Latte, 8 oz', 'Pop & Bottle + Collagen Vanilla Oat Milk Latte']","['amazon', 'Thrive Market', 'Wholefoods', 'meijer', 'H-E-B']",1.319148936170213,75.0,likely_variant_or_error,,mixed_product,9 distinct product names under one BARCODE
850005100003,3,3,"[235.0, 310.0]",False,"['Pop And Bottle, Latte Oat Milk Classic Antioxidants, 8 Fl Oz', 'Oat Milk Latte, Classic with Coffee Berry', 'Classic Oat Milk Latte, 10.5 fl oz']","['amazon', 'Thrive Market', 'Wholefoods']",1.319148936170213,75.0,likely_variant_or_error,,size_variant_real,"vols=[235.0, 310.0] ratio=1.32 (plausible real sizes)"
850060382178,2,2,"[235.0, 255.0]",False,"['De Soi Mix Pack by Katy Perry - Non- Alcoholic Sparkling Beverages, Natural Botanicals, Adaptogen Drink, Vegan, Gluten- Free, Ready to Drink 12-PACK (8 Fl Oz Cans)', 'De Soi Mix 12 Pack by Katy Perry Non- Alcoholic Sparkling Beverages, Natural Botanicals, Adaptogen Drink, Vegan, Gluten- Free, Ready to Drink 257 ml Can']","['amazon', 'Target']",1.0851063829787233,20.0,likely_variant_or_error,,ambiguous_unit,"dry-mix product with oz (weight not volume); vols=[235.0, 255.0]"
850060382185,2,2,"[235.0, 255.0]",False,"['De Soi Mix Pack by Katy Perry - Non- Alcoholic Sparkling Beverages, Natural Botanicals, Adaptogen Drink, Vegan, Gluten- Free, Ready to Drink 24-PACK (8 Fl Oz Cans)', 'De Soi Mix 24 Pack by Katy Perry Non- Alcoholic Sparkling Beverages, Natural Botanicals, Adaptogen Drink, Vegan, Gluten- Free, Ready to Drink 257 ml Can']","['amazon', 'Target']",1.0851063829787233,20.0,likely_variant_or_error,,ambiguous_unit,"dry-mix product with oz (weight not volume); vols=[235.0, 255.0]"
616003790116,4,5,"[1750.0, 1895.0]",False,"['Zing Zang Bloody Mary Mix, 64 fl oz', 'Zing Zang Bloody Mary Mix', 'Zing Zang Bloody Mary Mix 1.75 Liters ( Pack of 2)', 'Zing Zang Bloody Mary Mix, Non- Alcoholic Cocktail Mixer, 59.17 Fl Oz Bottle ( Pack of 1)']","['Walmart', 'Kroger', 'amazon', 'H-E-B']",1.082857142857143,145.0,likely_variant_or_error,,ambiguous_unit,"dry-mix product with oz (weight not volume); vols=[1750.0, 1895.0]"
8423266721533,4,6,"[700.0, 750.0]",False,"['MANZAJU apple juice bottle 75 cl', 'granovita Apple Juice with Manzavita Gras, 70 cl', 'apple juice with gas Manzavita 700 ml granovita', 'granovita Apple Juice with Manzavita fat, 70 cl']","['El Corte Inglés', 'Hipercor', 'Carethy', 'Planeta Huerto']",1.0714285714285714,50.0,likely_variant_or_error,,mixed_product,3 distinct product names under one BARCODE
12000150050,8,8,"[2000.0, 2130.0]",False,"['Soda Lemon Lime Flavored 2 L Bottle', 'Sierra Mist Caffeine Free Lemon Lime Soda', 'Sierra Mist Soda, Lemon Lime Flavored', 'Sierra Mist Lemon Lime Soda, 72 Fl Oz Bottle', 'Mist TWST Lemon Lime Soda']","['Harris Teeter', 'Kroger', 'Giant Eagle', 'amazon', 'H-E-B']",1.065,130.0,likely_variant_or_error,,mixed_product,8 distinct product names under one BARCODE
8680313580301,2,3,"[945.0, 1000.0]",False,"['organic orange juice 1000 ml', 'benorganic orange juice 946 ml']","['Trendyol', 'Ozdilek Sanal Market']",1.058201058201058,55.0,likely_variant_or_error,,size_variant_real,"vols=[945.0, 1000.0] ratio=1.06 (plausible real sizes)"
858629001065,3,3,"[285.0, 300.0]",False,"['DG Ting Grapefruit Soda', 'Ting Sparkling Beverage Grapefruit Soda - 10.14 Fl. Oz.', 'DG Ting Grapefruit Soda - 9.6 fl oz Glass Bottle']","['H-E-B', 'safeway', 'Target']",1.0526315789473684,15.0,likely_variant_or_error,,size_variant_real,"vols=[285.0, 300.0] ratio=1.05 (plausible real sizes)"
856852007083,3,3,"[440.0, 460.0]",False,"['SOL TI Organic Strawberry Lemon Super Ade, 14.9 FZ', 'Sol-ti Organic Super Ade Goji Strawberry - 15.5 Oz', 'Strawberry Lemon Super Ade «, 14.9 fl oz']","['amazon', 'safeway', 'Wholefoods']",1.0454545454545454,20.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
856852007144,3,3,"[440.0, 460.0]",False,"['Sol Ti, Juice Master Cleanse Cold Pressed Organic, 15.5 Fl Oz', 'Sol-ti Master Cleanse Super Ade - 14.9 fl oz', 'Sol-ti Organic Super Ade Master Cleanse - 15.5 Fl. Oz.']","['amazon', 'Target', 'safeway']",1.0454545454545454,20.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
856852007076,3,3,"[440.0, 460.0]",False,"['Sol-ti Coconut Charcoal Super Ade Organic Detox - Activated Charcoal Cold Pressed Juice Cleanse, 9PK', 'Sol-ti Coconut Charcoal Super Ade - 14.9 fl oz', 'Sol-ti Organic Super Ade Coconut Charcoal - 15.5 Oz']","['amazon', 'Target', 'safeway']",1.0454545454545454,20.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
856852007069,4,4,"[440.0, 460.0]",False,"['SOL TI Chlorophyll Aloe Super Ade, 14.9 FZ', 'Sol-ti Chlorophyll Aloe Super Ade - 14.9 fl oz', 'Sol Ti Chlorophyll Aloe Superade - 15.5 Oz', 'Chlorophyll Aloe Super Ade «, 14.9 fl oz']","['amazon', 'Target', 'safeway', 'Wholefoods']",1.0454545454545454,20.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
856852007014,2,2,"[440.0, 460.0]",False,"['Sol-ti Gingermade Super Ade - 14.9 fl oz', 'Sol-ti Organic Super Ade Gingermade - 15.5 Fl. Oz.']","['Target', 'safeway']",1.0454545454545454,20.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
850031683075,2,2,"[475.0, 495.0]",False,"['Chike Nutrition High Protein Iced Coffee Chai Latte -- 16.8 oz', 'Chike Chai Latte High Protein Iced Coffee, 20 G Protein, 2 Shots Espresso, 1 G Sugar, Keto Friendly and Gluten Free, 14 Servings (16 Ounce)']","['Vitacost', 'Target']",1.0421052631578946,20.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
860000692205,2,2,"[1000.0, 1040.0]",False,"['Berri Lyte Organic Electrolyte Solution Drink - Strawberry - 33.81 fl oz', 'Organic Strawberry Electrolyte Solution, 1 each - 35.2 fl oz']","['Target', 'Wholefoods']",1.04,40.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
81537200033,2,2,"[330.0, 340.0]",False,"['Del Frutal Pineapple Nectar 11.11 oz', 'Del Frutal Juice Nectar Pineapple Can - 11.5 Fl. Oz.']","['amazon', 'safeway']",1.0303030303030305,10.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
883315090245,3,3,"[295.0, 300.0]",False,"['Tum-E Yummies Greentastic Apple Juice', 'Tum-E Yummies Epic Apple Flip Drink, 10.1 oz', 'Tum-e Yummies Fruit Flavored Drink, Greentastic Apple, 10 Oz']","['Kroger', 'H-E-B', 'amazon']",1.0169491525423728,5.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
12000013218,7,7,"[2000.0, 2010.0]",False,"['Manzanita Sol 67.6 oz. bottle', 'Manzanita Sol Apple Soda', 'Manzanita Sol Apple Flavored Soda 2L Bottle', 'Manzanita Sol Apple Soda - 2 L Bottle', 'Manzanita Sol Apple Soda, 68 Ounce']","['meijer', 'H-E-B', 'Walmart', 'Target', 'amazon']",1.005,10.0,near_miss,,near_miss,ratio < 1.05 (bucket rounding noise)
